Handle,Max Rating,Result
SiberianKhatru,1626,Yes
Throckmorton,1591,No
autoastt,1643,Yes
chuka231,1716,N/A
fanwen,1924,No
iN_siDious,1688,No
jiujiumaomaoniang,1622,N/A
q2453685776,1675,No
raghav.exe,1653,No
rodger2041,1707,No
sandeep0404,1591,N/A
shiworm,1650,Yes
wfeng2,1591,Yes
87109145,1619,N/A
Ashish_verma,1653,Yes
Dragonshout,1590,Yes
Firo_SF,1590,No
Mehul_Gupta,1640,N/A
RohamOmidi,1642,No
SunShine11,1633,No
Wrrikk,1590,No
adamcervenka,1590,No
almeidaraul,1590,N/A
defathom8,1590,No
himdyuti,1590,No
klddt2,1590,No
lishan4688,1608,No
smit086,1642,No
wakeup__,1788,N/A
AKesss,1589,No
AWPer,1589,N/A
Dinocoder,1589,No
Dr.Bot,1713,Yes
Matthew_hpg,1589,N/A
Mohamed_AbdElmawla,1645,No
RyuZU,1589,N/A
Shkiper,1897,N/A
TuHoangAnh,1692,No
YQD,1639,Yes
istiak_a2i,1589,Yes
road_to_lot_ro,1589,No
roycf123,1589,No
rustee_95,1639,No
sfjh,1610,No
ssinghal_12345,1656,Yes
udta_kouwa,1589,No
Darius17,1637,No
Dracarys_7,1717,No
EldoSantos,1588,No
Joe2009,1588,Yes
ShinChan-_-,1681,No
Shivam_Mahto,1621,No
Vibhor_Gupta,1689,No
XiaomLuoch,1588,No
Yuuichi,1755,No
dodobow,1619,Yes
fushar,2219,N/A
geyanlu3,1768,N/A
jatinxkirito,1588,N/A
lhy_hanhan,1724,N/A
lroofer,1619,No
maple_1016,1588,N/A
nehan_der_thal,2097,N/A
nishu2002,1661,N/A
qiu_tianhan,1706,No
reimuB_Enjoyer,1626,Yes
sinak03,1724,N/A
tenacious_,1588,No
wrk123,1588,No
200389,1587,N/A
Alg01,1641,No
EastIsRed,1704,No
KingofField,1591,N/A
NexTopper,1615,No
OMEGAftw,1587,N/A
PrafulSinghal,1656,No
S4muraj,1628,No
TrupalPatel,1640,No
ak47itout,1587,N/A
andhBhakt,1785,N/A
david_tao,1587,No
dyc123,1643,No
kai_wei,1638,No
lfxxx,1587,N/A
xjcwbot1,1587,No
yzh_Error404,1587,N/A
zrzring,1698,N/A
AbolphazlAsadi8,1595,N/A
Ahmed_Ashraf_f,1591,N/A
IcasusII,1586,No
Knightz,1844,N/A
YisrT3,1648,No
ashu_2004,1753,No
cn_ryh,1586,Yes
dakshdixit183,1586,N/A
denk,1712,No
dk_sensei,1652,N/A
kituu,1586,No
shaw_chick,1845,N/A
sleepaday,1586,No
slivolymp,1810,N/A
Aryan0Barsaiyan,1611,No
FURDREAMS,1904,No
GH_qwq,1600,No
JXNUvjudge2,1585,N/A
MIKHANGO,1585,No
SU_30MKI,1721,N/A
VamosAbhinav,1662,No
X_LX,1585,N/A
luchinkinkos,1710,N/A
metelkov,1672,No
utkarsh.rai,1725,N/A
Kumzericov,1613,N/A
LittleFatSheep,1584,N/A
Maanas23,1667,Yes
MasterOfBugs,1774,N/A
SantoBlue,1584,No
Sourav.Kumar007,1593,N/A
amulshaturia,1607,Yes
bear1222,1760,Yes
cse220001060,1584,No
formidablechief_27,1601,N/A
hotcocoa,1648,No
jimothy,1584,No
kira98k,1687,N/A
namsee1,1760,Yes
oreofilling,1630,Yes
C2-D2,1583,Yes
U_U-zzz,1583,N/A
bladelessknife,1679,Yes
denilb,1625,No
dio_2,1863,No
doanhoccho,1708,Yes
harman_69,1779,N/A
kne3lb4m3,1583,No
miiitomi,1654,No
pka5667,1612,N/A
qqqqqv,1606,Yes
ssthegreat,1583,No
zsy623,1583,No
Dynamic_guy,1589,No
Eren767,1582,Yes
KunoSayo,1703,Yes
Meronri,1711,No
_Du_,1582,No
assanali,1620,Yes
blob414,1644,No
don2001,1799,No
finkery,1604,N/A
kokolo,1682,No
nice333,1582,Yes
raphaelp,1582,Yes
scriptozaur,1621,N/A
zsh-,1582,No
2021ceb1010,1724,No
BeYourSven,1847,N/A
CrocHold,1776,No
Ling9527,1581,No
Nidz05,1581,No
StefanSebez,1596,No
an1ket_62,1638,Yes
bruce_x001,1599,No
downfall,1674,No
egor7002,1581,Yes
parth.maheshwari,1713,No
prat945,1610,No
sashastrakhal,1675,No
snailbaron,1734,N/A
yyytf__,1616,Yes
zhtg,1581,No
6codingrohan,1647,No
AForYet,1613,No
DhruvP,1749,N/A
Jayg000e,1591,No
Senior,1754,Yes
Sheriff804,1662,No
SlowMagic,1580,No
Zeoy,1580,No
Zwb0106,1616,No
_ChiFAN_,1606,Yes
_shr104,1580,No
aash8a9,1580,No
gagan_6730,1783,N/A
indreshsingh,1638,No
laupm,1592,No
lhardt,1580,No
n3rm1n,1616,No
passion63,1580,No
vivan_01,1587,No
AQUA_FLASH,1579,No
AbhijnanVegi,1579,No
Gorane,1579,N/A
Hagag,1590,Yes
Hikiri,1903,N/A
Normie_007,1744,No
Snow_S,1670,No
Vedant18,1579,No
__soap,1579,No
ayhon,1666,N/A
cm_komi,1736,No
csustyyt,1596,N/A
firstdeeplove,1684,No
mixalowski,1620,No
myj128128,1579,N/A
q2045891621.,1579,No
schant,1579,N/A
Ahmet_Emre,1677,No
AverageAmogusEnjoyer,1708,No
Awa_,1578,N/A
AyanVishwakarma,1661,Yes
ObviouslyBhavya,1658,No
Rainystar,1578,No
Srivardhan_Maddi,1578,No
WORTH,1864,Yes
WaveBreaker,1578,N/A
XHYMathematics,1659,No
asoulcoming,1596,No
danish_droid,1612,No
doneandonly21,1578,No
kerembozkaya,1661,Yes
kpothari,1773,Yes
lilililili,1692,No
lpk15014,1596,No
rit_22,1578,Yes
unclezhou,1603,No
utkarshrai5678,1578,N/A
Alexeyha,1589,No
DJjwalababu,1577,No
Earl_of_Lemongrab,1744,N/A
Sergey140146659,1872,No
Susie.Rain,1772,N/A
Thorfinn_Karlsefni,1605,No
TimMCBen,1624,No
akshay_1,1937,N/A
bzh110,1663,Yes
crystaalroo,1763,N/A
daoqi,1651,N/A
harshal_02,1730,No
hftsincoming,1577,No
jialidunxuesheng,1577,No
khajaba,1592,No
mustard_with_fries69420,1630,No
puffinmuffin,1584,Yes
tgupta1729,1612,No
Akshay_s26,1643,No
JA2012,1648,No
Sinlin,1669,N/A
SkySummer,1809,No
XyeeCheng,1576,No
Your_Bunny_Wrote,1731,Yes
arvind26,1766,No
asdvgy,1576,No
brokie,1641,No
daniilgrbic,1740,N/A
no_lie,1712,No
otavio.ols,1576,No
sanyam2248,1857,N/A
sussy__baka,1604,No
temporary_account,1739,No
uriy,1595,No
Dev-i_varaprasad,1582,No
Luck1829,1575,No
ShashankGaur03,1655,No
__Anonymous27__,1575,No
aryans_20,1575,No
atulkumarmaurya201,1575,Yes
dhakaprashant666,1580,Yes
halo_,1700,No
justbaka,1575,N/A
mentality_monster,1595,No
moonkyandoru,1605,No
sr2005roy,1575,N/A
0-4,1780,Yes
ABlueCat,1574,N/A
Asad_Bin,1760,No
Cathedral,1574,No
DarthCoder33,1581,N/A
FannyMagnet,1605,No
IR101,1574,No
Mohamed_Saad62,1623,N/A
NitroColoraze,1830,No
Pengzt,1574,No
codingstarfish,1668,No
elon_123,1647,No
infrapolar,1592,No
linuxed,1761,N/A
porkleoi,1574,No
sahildawara40,1584,No
sparkblit,1574,N/A
xie_lzh,1574,No
-V-,1598,N/A
Aditya.Rai,1696,No
BBlack_Star,1573,Yes
Peter2505,1593,N/A
amaruu,1800,No
bhajji_56,1617,No
bloistercvlt,1706,No
circle977,1573,N/A
divyaraj_vaghela,1661,Yes
dngnogu,1573,Yes
ha_na_da,1573,Yes
lamda24,1573,N/A
limbutimbu,1623,No
readiz,1573,No
shivambhadani_,1766,N/A
specter_ross,1573,No
wumingen,1676,No
BalasaRadu,1769,Yes
BhupinderJ,1604,N/A
Hori_zon,1590,No
IkshitG,1613,No
Jasit,1630,No
K_DIS,1632,N/A
Kknowsu,1617,No
Saimun_Islam,1673,N/A
Schucking_Sattin,1635,No
cp_only,1662,N/A
erfam.m,1994,No
frostaur_,1650,No
lekkoo,1698,Yes
m3tr0,1572,N/A
shift.,1582,No
sswcdak,1572,N/A
t0rtik,1707,No
u_u_,1616,N/A
vanshvyas26,1603,No
Ahmad7_7,1711,N/A
Goinggo,1571,No
KeshavChib,1571,N/A
SaiSrujan7,1621,No
Skaditxdy,1571,No
Tlk_Aver,1578,N/A
ToXic_saumyy,1663,No
ZyadFva,1724,N/A
_paras_,1676,No
duong041019,1571,No
fireheart17,1715,Yes
kakakaa,1664,N/A
kitekat1__4,1579,Yes
lllsssccc,1571,No
pravin014,1645,N/A
