Handle,Max Rating
jatt_da_muqabla,1569
juneekim7,1468
lskkkkkkk,1484
weishenwoaini,1468
xxx_nagib_xxx,1505
202261008000226,1467
CCLMSY,1467
GreenBeer,1594
Halym2007,1530
Harry_03,1467
KIRA_p01,1585
Lost_in_pain,1467
Moonshine_sake,1604
PrakshalJain,1467
RaisingMoon,1488
Ritik24,1529
Ruthvik2835,1497
